snpId;chromosome;position;DSI;DPI;diseaseId;diseaseName;diseaseType;diseaseClass;diseaseSemanticType;score;EI;YearInitial;YearFinal;pmid;source
rs157580;19;44892009;846;214;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,81;1;2009;2016;22832961;GWASDB
rs157580;19;44892009;846;214;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,81;1;2009;2016;24755620;GWASDB
rs157580;19;44892009;846;214;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,81;1;2009;2016;26795201;BEFREE
rs157580;19;44892009;846;214;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,81;1;2009;2016;21460841;GWASDB
rs157580;19;44892009;846;214;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,81;1;2009;2016;20885792;GWASDB
rs157580;19;44892009;846;214;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,81;1;2009;2016;21627779;GWASCAT
rs157580;19;44892009;846;214;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,81;1;2009;2016;21379329;GWASDB
rs157580;19;44892009;846;214;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,81;1;2009;2016;21627779;GWASDB
rs157580;19;44892009;846;214;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,81;1;2009;2016;19125160;GWASDB
rs157582;19;44892962;923;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2011;2013;22005930;GWASCAT
rs157582;19;44892962;923;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2011;2013;22005930;GWASDB
rs157582;19;44892962;923;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2011;2013;21460841;GWASDB
rs157582;19;44892962;923;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2011;2013;22832961;GWASDB
rs157582;19;44892962;923;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2011;2013;22005931;GWASDB
rs157582;19;44892962;923;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2011;2013;20885792;GWASDB
rs157590;19;44895459;878;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2013;2013;23565137;GWASDB
rs1582763;11;60254475;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2011;2016;25778476;GWASCAT
rs1582763;11;60254475;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2011;2016;21460841;GWASDB
rs1595014;7;12148903;878;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2016;2016;25778476;BEFREE
rs1611115;9;133635393;801;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2013;2013;23416088;BEFREE
rs163182;11;2822986;923;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2016;2016;26499758;BEFREE
rs165932;14;73198145;923;71;C0494463;Alzheimer Disease, Late Onset;disease;"C10;F03";Mental or Behavioral Dysfunction;0,01;1;2006;2006;16938285;BEFREE
rs165932;14;73198145;923;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2009;2009;17719017;BEFREE
rs16847609;3;137931894;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2016;2016;25778476;GWASCAT
rs16887604;6;76439941;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs16923760;10;66920370;1;71;C0494463;Alzheimer Disease, Late Onset;disease;"C10;F03";Mental or Behavioral Dysfunction;0,02;1;2012;2014;22393166;BEFREE
rs16923760;10;66920370;1;71;C0494463;Alzheimer Disease, Late Onset;disease;"C10;F03";Mental or Behavioral Dysfunction;0,02;1;2012;2014;24463050;BEFREE
rs1695;11;67585218;51;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,02;5;2005;2016;15080568;BEFREE
rs1695;11;67585218;51;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,02;5;2005;2016;25633095;BEFREE
rs16973424;17;68907860;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs16979595;19;44974124;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2011;2011;21460841;GWASDB
rs1699102;11;121586253;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,02;1;2009;2012;22410445;BEFREE
rs1699102;11;121586253;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,02;1;2009;2012;18063222;BEFREE
rs17000900;21;41426103;923;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2013;2013;22950423;BEFREE
rs17034806;2;109019449;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2011;2011;20885792;GWASDB
rs17062407;6;133383011;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs17069431;6;139874946;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs17070145;5;168418786;821;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,08;875;2009;2016;20881395;BEFREE
rs17070145;5;168418786;821;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,08;875;2009;2016;20185150;BEFREE
rs17070145;5;168418786;821;71;C0494463;Alzheimer Disease, Late Onset;disease;"C10;F03";Mental or Behavioral Dysfunction;0,02;5;2011;2018;28380666;BEFREE
rs17070145;5;168418786;821;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,08;875;2009;2016;23778582;BEFREE
rs17070145;5;168418786;821;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,08;875;2009;2016;23266749;BEFREE
rs17070145;5;168418786;821;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,08;875;2009;2016;18789830;BEFREE
rs17070145;5;168418786;821;71;C0494463;Alzheimer Disease, Late Onset;disease;"C10;F03";Mental or Behavioral Dysfunction;0,02;5;2011;2018;21185624;BEFREE
rs17070145;5;168418786;821;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,08;875;2009;2016;17707552;BEFREE
rs17070145;5;168418786;821;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,08;875;2009;2016;18194457;BEFREE
rs17070145;5;168418786;821;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,08;875;2009;2016;25800888;BEFREE
rs17072596;4;181951296;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2008;2008;17998437;GWASDB
rs17090219;18;56523802;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;28560309;GWASCAT
rs17101017;10;82886356;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2014;2014;24061483;BEFREE
rs17117083;5;155190128;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2008;2008;17998437;GWASDB
rs17125721;14;73206470;801;107;C0750901;Alzheimer Disease, Early Onset;disease;"C10;F03";Disease or Syndrome;0,03;3,33E+14;2000;2013;21959359;BEFREE
rs17125721;14;73206470;801;107;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,04;1;1999;2013;16952411;BEFREE
rs17125721;14;73206470;801;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,05;8;1999;2018;9851443;BEFREE
rs17125721;14;73206470;801;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,05;8;1999;2018;18525293;BEFREE
rs17125721;14;73206470;801;107;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,04;1;1999;2013;12192622;BEFREE
rs17125721;14;73206470;801;107;C0750901;Alzheimer Disease, Early Onset;disease;"C10;F03";Disease or Syndrome;0,03;3,33E+14;2000;2013;10896268;BEFREE
rs17125721;14;73206470;801;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,05;8;1999;2018;28821390;BEFREE
rs17125721;14;73206470;801;107;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,04;1;1999;2013;22810102;BEFREE
rs17125721;14;73206470;801;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,05;8;1999;2018;11755019;BEFREE
rs17125721;14;73206470;801;107;C0276496;Familial Alzheimer Disease (FAD);disease;"C10;F03";Disease or Syndrome;0,04;1;1999;2013;9851443;BEFREE
rs17125721;14;73206470;801;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,05;8;1999;2018;23990795;BEFREE
rs17125721;14;73206470;801;107;C0750901;Alzheimer Disease, Early Onset;disease;"C10;F03";Disease or Syndrome;0,03;3,33E+14;2000;2013;18525293;BEFREE
rs17125944;14;52933911;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2014;2014;24162737;GWASDB
rs17125944;14;52933911;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2014;2014;24162737;GWASCAT
rs17169634;7;34054385;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2015;2015;24770881;GWASDB
rs17169634;7;34054385;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2015;2015;24770881;GWASCAT
rs17277986;10;106998968;923;71;C0494463;Alzheimer Disease, Late Onset;disease;"C10;F03";Mental or Behavioral Dysfunction;0,01;1;2013;2013;23700427;BEFREE
rs17277986;10;106998968;923;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2012;2012;22353753;BEFREE
rs17393344;13;108821598;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2014;2014;23535033;GWASCAT
rs17393344;13;108821598;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2014;2014;23535033;GWASDB
rs17571;11;1761364;878;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,03;1;2006;2012;20083556;BEFREE
rs17571;11;1761364;878;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,03;1;2006;2012;19926167;BEFREE
rs17571;11;1761364;878;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,03;1;2006;2012;16652347;BEFREE
rs17602572;11;60180901;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2011;2011;21460841;GWASDB
rs17639982;2;176778182;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs17643262;19;45128558;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2011;2013;23565137;GWASDB
rs17643262;19;45128558;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2011;2013;21460841;GWASDB
rs17685233;10;82858840;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2014;2014;24061483;BEFREE
rs1774093;9;101884874;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs17766755;14;64249055;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2012;2012;22156442;BEFREE
rs17817600;11;85966428;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2013;2013;22832961;GWASCAT
rs17817600;11;85966428;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2013;2013;22832961;GWASDB
rs17817648;11;85974242;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2013;2013;22832961;GWASDB
rs17817931;11;86043772;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2013;2013;22832961;GWASDB
rs17817992;11;86067709;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2013;2013;22832961;GWASDB
rs17840761;9;125241700;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2009;2009;18781276;BEFREE
rs1799724;6;31574705;673;429;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2006;2006;15895461;BEFREE
rs1799752;17;63488529;756;286;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2016;2016;25596842;BEFREE
rs1799945;6;26090951;475;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,1;9,17E+14;2003;2016;20734416;BEFREE
rs1799945;6;26090951;475;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,1;9,17E+14;2003;2016;17628213;BEFREE
rs1799945;6;26090951;475;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,1;9,17E+14;2003;2016;18525129;BEFREE
rs1799945;6;26090951;475;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,1;9,17E+14;2003;2016;17011669;BEFREE
rs1799945;6;26090951;475;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,1;9,17E+14;2003;2016;12584430;BEFREE
rs1799945;6;26090951;475;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,1;9,17E+14;2003;2016;26613252;BEFREE
rs1799945;6;26090951;475;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,1;9,17E+14;2003;2016;12714262;BEFREE
rs1799945;6;26090951;475;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,1;9,17E+14;2003;2016;20060900;BEFREE
rs1799945;6;26090951;475;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,1;9,17E+14;2003;2016;21349849;BEFREE
rs1799945;6;26090951;475;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,1;9,17E+14;2003;2016;15013567;BEFREE
rs1799945;6;26090951;475;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,1;9,17E+14;2003;2016;24439478;BEFREE
rs1799945;6;26090951;475;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,1;9,17E+14;2003;2016;24081379;BEFREE
rs1799983;7;150999023;475;786;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,05;1;2001;2016;26337484;BEFREE
rs1799983;7;150999023;475;786;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,05;1;2001;2016;15718036;BEFREE
rs1799983;7;150999023;475;786;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,05;1;2001;2016;16813604;BEFREE
rs1799983;7;150999023;475;786;C0494463;Alzheimer Disease, Late Onset;disease;"C10;F03";Mental or Behavioral Dysfunction;0,02;1;2001;2010;11041283;BEFREE
rs1799983;7;150999023;475;786;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,05;1;2001;2016;11041283;BEFREE
rs1799983;7;150999023;475;786;C0494463;Alzheimer Disease, Late Onset;disease;"C10;F03";Mental or Behavioral Dysfunction;0,02;1;2001;2010;20505439;BEFREE
rs1799983;7;150999023;475;786;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,05;1;2001;2016;20505439;BEFREE
rs1799986;12;57141483;923;71;C0494463;Alzheimer Disease, Late Onset;disease;"C10;F03";Mental or Behavioral Dysfunction;0,01;1;2016;2016;24596678;BEFREE
rs1799986;12;57141483;923;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2009;2009;19684401;BEFREE
rs1799990;20;4699605;715;286;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,04;75;2005;2014;16897605;BEFREE
rs1799990;20;4699605;715;286;C0750901;Alzheimer Disease, Early Onset;disease;"C10;F03";Disease or Syndrome;0,01;1;2003;2003;12601712;BEFREE
rs1799990;20;4699605;715;286;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,04;75;2005;2014;16099550;BEFREE
rs1799990;20;4699605;715;286;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,04;75;2005;2014;15277640;BEFREE
rs1799990;20;4699605;715;286;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,04;75;2005;2014;23805846;BEFREE
rs1799999;7;113878379;923;143;C0494463;Alzheimer Disease, Late Onset;disease;"C10;F03";Mental or Behavioral Dysfunction;0,01;1;2002;2002;12185156;BEFREE
rs1800206;22;46218377;707;286;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,02;1;2004;2009;17850927;BEFREE
rs1800206;22;46218377;707;286;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,02;1;2004;2009;12938026;BEFREE
rs1800562;6;26092913;463;714;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,07;8,57E+14;2004;2014;17628213;BEFREE
rs1800562;6;26092913;463;714;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,07;8,57E+14;2004;2014;20029940;BEFREE
rs1800562;6;26092913;463;714;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,07;8,57E+14;2004;2014;15060098;BEFREE
rs1800562;6;26092913;463;714;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,07;8,57E+14;2004;2014;24081379;BEFREE
rs1800562;6;26092913;463;714;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,07;8,57E+14;2004;2014;15013567;BEFREE
rs1800562;6;26092913;463;714;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,07;8,57E+14;2004;2014;17011669;BEFREE
rs1800562;6;26092913;463;714;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,07;8,57E+14;2004;2014;20817350;BEFREE
rs1800587;2;112785383;724;393;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2009;2009;19158434;BEFREE
rs1800629;6;31575254;549;786;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,02;1;2006;2011;20693638;BEFREE
rs1800629;6;31575254;549;786;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,02;1;2006;2011;15895461;BEFREE
rs1800730;6;26090957;685;393;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2008;2008;18525129;BEFREE
rs1800795;7;22727026;58;607;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,72;1;2012;2016;26545630;GWASCAT
rs1800795;7;22727026;58;607;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,72;1;2012;2016;22015309;BEFREE
rs1800795;7;22727026;58;607;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,72;1;2012;2016;26733302;BEFREE
rs1800839;14;73136423;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2018;2018;28821390;BEFREE
rs1801131;1;11794419;599;607;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,02;1;2012;2017;22015309;BEFREE
rs1801131;1;11794419;599;607;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,02;1;2012;2017;28281392;BEFREE
rs1801133;1;11796321;533;714;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,03;1;2008;2017;17932993;BEFREE
rs1801133;1;11796321;533;714;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,03;1;2008;2017;27031476;BEFREE
rs1801133;1;11796321;533;714;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,03;1;2008;2017;22015309;BEFREE
rs1801243;13;51974004;878;179;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2013;2013;22950421;BEFREE
rs1801282;3;12351626;543;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,03;1;2006;2009;15666037;BEFREE
rs1801282;3;12351626;543;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,03;1;2006;2009;19631630;BEFREE
rs1801282;3;12351626;543;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,03;1;2006;2009;17270153;BEFREE
rs1805054;1;19666020;769;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2002;2002;11725820;BEFREE
rs1805087;1;236885200;538;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2008;2008;18329006;BEFREE
rs1805192;3;12379739;545;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,03;1;2006;2009;15666037;BEFREE
rs1805192;3;12379739;545;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,03;1;2006;2009;17270153;BEFREE
rs1805192;3;12379739;545;679;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,03;1;2006;2009;19631630;BEFREE
rs1806201;12;13564574;821;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2002;2002;11844890;BEFREE
rs181319480;3;58807331;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs181424343;1;218421142;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs181666690;10;28563093;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs182798940;1;43453815;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs182838111;8;66977235;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs182928794;2;65140292;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs1834550;11;60192370;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2011;2011;21460841;GWASDB
rs183562580;2;26471784;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs183600932;7;11018769;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs183708309;18;6974460;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs183757472;4;46689227;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs183826639;8;75905029;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs185806653;12;127489593;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs185968827;6;56843712;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs1859849;7;25679184;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2009;2009;18830724;BEFREE
rs186127414;5;151801825;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs1861525;7;25121983;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2014;2014;23535033;GWASDB
rs1861525;7;25121983;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,8;;2014;2014;23535033;GWASCAT
rs186166314;2;48435898;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs186292051;5;89030013;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs186552003;2;47443115;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs1868402;2;68181905;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2014;2014;23727081;BEFREE
rs186971130;2;104003000;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs1871046;19;44848680;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2009;2011;19734903;GWASDB
rs1871046;19;44848680;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2009;2011;21460841;GWASDB
rs1871047;19;44848489;923;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2009;2015;21460841;GWASDB
rs1871047;19;44848489;923;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2009;2015;19734903;GWASDB
rs1871047;19;44848489;923;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2009;2015;21627779;GWASDB
rs1871047;19;44848489;923;143;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2009;2015;24755620;GWASDB
rs187116;11;35144253;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2013;2013;22710270;BEFREE
rs1871447;10;60793572;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2012;2012;21811019;BEFREE
rs187238;11;112164265;692;393;C0494463;Alzheimer Disease, Late Onset;disease;"C10;F03";Mental or Behavioral Dysfunction;0,01;1;2009;2009;19073159;BEFREE
rs187238;11;112164265;692;393;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2009;2009;19073159;BEFREE
rs187293782;12;75763576;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs187402274;2;220047457;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
rs1880676;10;49616071;923;107;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,01;1;2011;2011;21507424;BEFREE
rs188168326;11;112392241;1;71;C0002395;Alzheimer's Disease;disease;"C10;F03";Disease or Syndrome;0,7;;2017;2017;26830138;GWASCAT
