DATE ADDED TO CATALOG;PUBMEDID;FIRST AUTHOR;DATE;JOURNAL;LINK;STUDY;DISEASE/TRAIT;INITIAL SAMPLE SIZE;REPLICATION SAMPLE SIZE;REGION;CHR_ID;CHR_POS;REPORTED GENE(S);MAPPED_GENE;UPSTREAM_GENE_ID;DOWNSTREAM_GENE_ID;SNP_GENE_IDS;UPSTREAM_GENE_DISTANCE;DOWNSTREAM_GENE_DISTANCE;STRONGEST SNP-RISK ALLELE;SNPS;MERGED;SNP_ID_CURRENT;CONTEXT;INTERGENIC;RISK ALLELE FREQUENCY;P-VALUE;PVALUE_MLOG;P-VALUE (TEXT);OR or BETA;95% CI (TEXT);PLATFORM [SNPS PASSING QC];CNV;MAPPED_TRAIT;MAPPED_TRAIT_URI;STUDY ACCESSION;GENOTYPING TECHNOLOGY
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;2q31.1;2;174268728;Intergenic;RF00019 - AC013467.1;ENSG00000201483;ENSG00000227180;;3747;30596;rs75286889-A;rs75286889;0;75286889;intergenic_variant;1;NR;0,00000007;7,15E+15;(between families);5379;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;2q32.1;2;184511570;ZNF804A;MIR548AE1 - AC096667.1;ENSG00000266808;ENSG00000283839;;132526;82007;rs1443024-A;rs1443024;0;1443024;intergenic_variant;1;NR;0,0000006;6,22E+15;(between families);4999;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;2q35;2;220047457;Intergenic;MIR4268 - AC009310.1;ENSG00000266518;ENSG00000225911;;140892;1365;rs187402274-C;rs187402274;0;187402274;intergenic_variant;1;NR;0,0000001;70;(between families);5264;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;2q36.3;2;227138926;Intergenic;COL4A4;;;ENSG00000081052;;;rs59904869-C;rs59904869;0;59904869;intron_variant;0;NR;0,0000004;6,40E+16;(between families);5054;unit decrease;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;3p24.3;3;22933695;Intergenic;RANP7 - SALL4P5;ENSG00000226183;ENSG00000231915;;28544;56128;rs148471206-T;rs148471206;0;148471206;intergenic_variant;1;NR;0,0000005;6,30E+15;(between families);5023;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;3p24.2;3;26205084;LINC00692;RPEP2 - HMGB3P12;ENSG00000234158;ENSG00000237603;;188715;11238;rs7374058-T;rs7374058;0;7374058;intergenic_variant;1;NR;0,0000003;6,52E+15;(between families);5137;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;3p14.2;3;58807331;Intergenic;C3orf67;;;ENSG00000163689;;;rs181319480-T;rs181319480;0;181319480;intron_variant;0;NR;0,0000004;6,40E+16;(between families);5086;unit decrease;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;3p14.2;3;61650482;PTPRG;PTPRG;;;ENSG00000144724;;;rs7609954-T;rs7609954;0;7609954;intron_variant;0;NR;0,00000004;7,40E+16;(between families);5492;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;3p13;3;71931938;Intergenic;RN7SL271P - UBE2Q2P9;ENSG00000239250;ENSG00000244130;;104467;74836;rs58920042-T;rs58920042;0;58920042;regulatory_region_variant;1;NR;0,0000008;6,10E+15;(between families);4931;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;3p12.2;3;82012036;Intergenic;LINC02008;;;ENSG00000239440;;;rs142710255-A;rs142710255;0;142710255;intron_variant;0;NR;0,0000003;6,52E+15;(between families);5135;unit decrease;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;3q22.1;3;133712051;Intergenic;TFP1;;;ENSG00000242337;;;rs190500289-A;rs190500289;0;190500289;intron_variant;0;NR;0,0000008;6,10E+15;(between families);4934;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;3q26.2;3;169741537;Intergenic;RNU6-637P - TERC;ENSG00000206777;ENSG00000270141;;21244;22983;rs28582745-A;rs28582745;0;28582745;regulatory_region_variant;1;NR;0,0000009;6,05E+15;(between families);4912;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;4p16.1;4;9590409;Intergenic;SNRPCP13 - ENPP7P11;ENSG00000249799;ENSG00000250942;;6278;86899;rs189421534-A;rs189421534;0;189421534;intergenic_variant;1;NR;0,00000002;7,70E+15;(between families);5646;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;4p12;4;46412095;Intergenic;AC095060.1, GABRA2;;;ENSG00000249330, ENSG00000151834;;;rs147028191-A;rs147028191;0;147028191;intron_variant;0;NR;0,000000001;90;(between families);6062;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;4p12;4;46689227;Intergenic;RNU6-412P - RAC1P2;ENSG00000252243;ENSG00000249936;;157885;34603;rs183757472-A;rs183757472;0;183757472;intergenic_variant;1;NR;0,000000001;90;(between families);6062;unit decrease;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;4q23;4;98971324;Intergenic;AC019131.1;;;ENSG00000263923;;;rs115809613-A;rs115809613;0;115809613;intron_variant;0;NR;0,00000001;80;(between families);5688;unit decrease;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;4q24;4;102133052;Intergenic;BANK1 - SLC39A8;ENSG00000153064;ENSG00000138821;;58240;117989;rs115641191-T;rs115641191;0;115641191;intergenic_variant;1;NR;0,0000002;6,70E+15;(between families);5237;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;4q31.1;4;139599374;Intergenic;SETD7;;;ENSG00000145391;;;rs72728723-A;rs72728723;0;72728723;3_prime_UTR_variant;0;NR;0,0000002;6,70E+15;(between families);5201;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;4q31.1;4;140579551;Intergenic;RN7SL152P - AC108019.1;ENSG00000242102;ENSG00000248621;;1329;20850;rs143638193-T;rs143638193;0;143638193;regulatory_region_variant;1;NR;0,000000004;8,40E+15;(between families);5895;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;4q31.23;4;148158346;NR3C2;NR3C2, AC069272.1;;;ENSG00000151623, ENSG00000250354;;;rs3931397-T;rs3931397;0;3931397;intron_variant;0;NR;0,0000006;6,22E+15;(between families);4984;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;4q32.3;4;168062923;Intergenic;AC116634.1;;;ENSG00000248601;;;rs13133687-A;rs13133687;0;13133687;intron_variant;0;NR;0,0000007;6,15E+15;(between families);4966;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;4q32.3;4;169173411;SH3RF1;SH3RF1;;;ENSG00000154447;;;rs9994441-C;rs9994441;0;9994441;intron_variant;0;NR;0,0000006;6,22E+15;(between families);499;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;4q34.1;4;174174724;Intergenic;LINC02268;;;ENSG00000248174;;;rs76930906-A;rs76930906;0;76930906;intron_variant;0;NR;3,00E-11;1,05E+16;(between families);6631;unit decrease;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;4q35.2;4;186821932;FAT1;FAT1 - AC108865.1;ENSG00000083857;ENSG00000250829;;95210;69037;rs75718659-T;rs75718659;0;75718659;intergenic_variant;1;NR;0,0000004;6,40E+16;(between families);5052;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;5p12;5;44145829;FGF10;RNU6-381P - FGF10;ENSG00000212561;ENSG00000070193;;79098;157715;rs11749176-A;rs11749176;0;11749176;intergenic_variant;1;NR;0,0000002;6,70E+15;(between families);5218;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;5p12;5;44301065;Intergenic;RNU6-381P - FGF10;ENSG00000212561;ENSG00000070193;;234334;2479;rs11742761-A;rs11742761;0;11742761;intergenic_variant;1;NR;0,0000003;6,52E+15;(between families);5107;unit decrease;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;5q13.3;5;76793184;Intergenic;F2R - F2RL1;ENSG00000181104;ENSG00000164251;;57403;25749;rs190204665-T;rs190204665;0;190204665;intergenic_variant;1;NR;0,0000001;70;(between families);5259;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;5q13.3;5;77556409;Intergenic;WDR41;;;ENSG00000164253;;;rs116300850-T;rs116300850;0;116300850;intron_variant;0;NR;0,0000007;6,15E+15;(between families);4963;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;5q14.3;5;89030013;Intergenic;MEF2C-AS1;;;ENSG00000248309;;;rs186292051-T;rs186292051;0;186292051;intron_variant;0;NR;0,0000002;6,70E+15;(between families);517;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;5q14.3;5;89179048;Intergenic;MEF2C-AS1;;;ENSG00000248309;;;rs141568462-T;rs141568462;0;141568462;intron_variant;0;NR;0,0000002;6,70E+15;(between families);5183;unit decrease;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;5q14.3;5;89337967;Intergenic;MEF2C-AS1;;;ENSG00000248309;;;rs9293513-A;rs9293513;0;9293513;intron_variant;0;NR;0,0000005;6,30E+15;(between families);5035;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;5q21.3;5;105543433;Intergenic;AC099520.1 - RNA5SP189;ENSG00000251574;ENSG00000201790;;150463;379561;rs77780208-A;rs77780208;0;77780208;intergenic_variant;1;NR;0,0000009;6,05E+15;(between families);4917;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;5q22.3;5;114241467;KCNN2;KCNN2;;;ENSG00000080709;;;rs4705644-A;rs4705644;0;4705644;intron_variant;0;NR;0,0000009;6,05E+15;(between families);4905;unit decrease;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;5q23.1;5;116719736;Intergenic;RPS17P2 - LINC02214;ENSG00000197575;ENSG00000251311;;3086;23255;rs77296444-A;rs77296444;0;77296444;intergenic_variant;1;NR;0,0000002;6,70E+15;(between families);5183;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;5q23.1;5;119985478;Intergenic;AC008550.1 - AC008574.1;ENSG00000234259;ENSG00000251293;;304398;259970;rs190338033-A;rs190338033;0;190338033;intergenic_variant;1;NR;0,0000002;6,70E+15;(between families);5167;unit increase;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
08-12-2016;26830138;Herold C;02-02-2016;Mol Psychiatry;www.ncbi.nlm.nih.gov/pubmed/26830138;Family-based association analyses of imputed genotypes reveal genome-wide significant association of Alzheimer's disease with OSBPL6, PTPRG, and PDCL3.;Alzheimer disease and age of onset;2,478 European ancestry cases, 979 ancestry controls both from the same 1,070 families;NA;5q31.1;5;132994460;Intergenic;RF00019 - ZCCHC10;ENSG00000201483;ENSG00000155329;;49006;2525;rs7702102-A;rs7702102;0;7702102;intergenic_variant;1;NR;0,0000005;6,30E+15;(between families);5034;unit decrease;Affymetrix [up to 15107142] (imputed);N;Alzheimer's disease, age at onset;http://www.ebi.ac.uk/efo/EFO_0000249, http://www.ebi.ac.uk/efo/EFO_0004847;GCST003427;Genome-wide genotyping array
